id,party_short,color,x,y,z,mu_x,mu_y,width,height,angle
2832,EVP,#FFA500,-0.256281407035176,0.246231155778895,0,-0.27053148362717,0.242992722917352,0.187665353288515,0.341908055559456,-179.898910292524
2843,GLP,#32CD32,-0.467336683417085,0.437185929648241,0,-0.477577396273348,0.431907185963058,0.199146426889315,0.367659367129978,-173.977276053367
2847,GLP,#32CD32,-0.21608040201005,0.00502512562814061,0,-0.219965094473539,-0.00659923234014108,0.17782210708654,0.304989756312097,-174.764785217304
2867,FDP,#0000FF,0.35678391959799,0.316582914572864,0,0.373660452123142,0.34445618656896,0.214677280198101,0.370404923572238,176.145608553309
2869,Grüne,#008000,-0.608040201005025,-0.206030150753769,0,-0.637827703966611,-0.198144928473117,0.241500126735621,0.3351463023316,-178.430961637971
2879,FDP,#0000FF,0.396984924623116,-0.125628140703518,0,0.434087560896346,-0.107647636232107,0.214585556774,0.326957278456402,174.29858942637
2894,Grüne,#008000,-0.587939698492462,-0.296482412060301,0,-0.605819879373349,-0.288048169660473,0.221983423363802,0.323522215502092,177.107757872073
2899,GLP,#32CD32,-0.386934673366834,0.547738693467337,0,-0.397806766025427,0.562495738100547,0.179764775075676,0.338811955822544,-170.964326584368
2907,GLP,#32CD32,-0.366834170854271,0.0150753768844221,0,-0.368589661835001,-0.00153917119734945,0.186542914055289,0.311328918557425,-175.886969482859
2910,FDP,#0000FF,0.477386934673367,0.21608040201005,0,0.494270845075761,0.249249059873418,0.210202791133341,0.333008915086886,169.349653962753
2940,EVP,#FFA500,-0.125628140703518,-0.0150753768844221,0,-0.127931103307355,-0.0104965096029815,0.167650480749798,0.296001821580292,-175.131786560873
2941,Die Mitte,#C56C46,-0.135678391959799,0.115577889447236,0,-0.131463945649654,0.116814946598458,0.17546348969956,0.317034062769115,-178.263386763156
2943,EVP,#FFA500,-0.306532663316583,-0.0653266331658291,0,-0.301316626845102,-0.0354672003296982,0.179678411122015,0.293109988480564,-175.094086150528
2968,GLP,#32CD32,-0.155778894472362,0.587939698492462,0,-0.166417224429592,0.582273792119446,0.175684255631829,0.344840721884461,-175.514160883966
2980,SP,#FF0000,-0.758793969849246,-0.105527638190955,0,-0.757281380997269,-0.119354422570568,0.236769740987934,0.332050243965813,-172.374958251679
