,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
1743,1.0,0.33,0.83,0.25,0.0,0.0,0.5,0.75,0.25,0.75,0.0,0.25,0.25,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.75,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,0.75,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.67,0.5,0.0,1.0,1.0,0.0,0.75,0.5,1.0,1.0,0.5,0.5,0.75,1.0
1746,0.0,0.17,0.17,0.75,1.0,0.0,0.67,0.25,0.25,0.0,0.25,0.75,0.25,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.75,0.75,0.0,1.0,0.75,0.25,0.0,0.0,0.75,1.0,0.0,1.0,1.0,0.75,0.0,1.0,0.0,0.0,0.25,0.75,0.0,0.75,0.25,1.0,0.0,0.75,1.0,0.0,0.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,0.25,1.0,0.0,0.0,0.83,0.67,0.0,0.75,1.0,0.0,0.25,0.5,0.25,1.0,0.75,1.0,0.5,0.25
1747,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,0.75,0.0,0.17,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.5,0.75,0.75,0.0,0.75,0.5
1748,0.83,0.17,0.17,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,0.0,0.25,0.75,1.0,0.25,1.0,0.75,0.0,0.75,1.0,0.25,1.0,0.75,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.0,0.75,0.17,0.67,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.75,1.0,0.75,0.0,1.0,0.5
1749,0.83,0.83,0.83,0.75,0.75,0.0,0.17,0.75,1.0,0.75,0.25,0.0,1.0,0.25,0.75,0.25,0.75,1.0,0.75,0.25,0.25,0.75,0.25,0.75,0.75,0.25,0.25,0.75,0.25,0.75,0.75,0.25,0.25,0.0,0.25,1.0,0.0,0.75,0.0,0.25,1.0,0.0,0.75,1.0,0.25,1.0,1.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25,1.0,0.75,0.25,1.0,1.0,1.0,0.67,0.33,0.83,0.0,0.75,0.75,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.75,0.5
1750,0.33,0.17,0.0,1.0,1.0,0.25,1.0,0.75,1.0,1.0,0.75,0.25,1.0,0.25,1.0,0.0,1.0,0.25,1.0,0.25,0.75,1.0,1.0,0.25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.25,1.0,1.0,0.75,1.0,0.75,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.0,1.0,0.0,0.25,0.67,0.5,1.0,0.25,0.25,1.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0
1752,1.0,0.67,0.17,0.0,0.0,0.25,0.0,0.0,0.25,0.0,1.0,0.0,0.0,1.0,1.0,0.75,0.75,0.0,1.0,0.0,0.25,0.0,0.0,1.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.75,0.25,0.75,0.25,0.0,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.75,1.0,0.75,0.0,0.75,0.0,0.25,0.0,0.0,0.0,1.0,0.75,0.83,0.33,0.17,0.0,1.0,0.0,0.0,0.25,0.5,0.75,0.5,0.25,0.5,0.5,0.5
1754,0.33,0.17,0.17,1.0,0.75,0.0,0.83,0.0,1.0,1.0,0.25,0.0,1.0,0.0,0.75,0.25,0.75,1.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,0.0,0.75,1.0,0.25,1.0,0.75,0.25,0.75,0.75,0.75,1.0,1.0,1.0,0.25,0.75,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.75,1.0,0.0,0.75,0.17,0.67,0.83,1.0,0.25,1.0,1.0,1.0,0.25,0.5,0.75,0.75,0.0,0.75,0.25
1755,0.83,0.83,0.83,0.0,0.0,1.0,0.17,0.0,0.0,0.0,0.25,1.0,0.25,0.25,0.75,0.0,0.0,0.0,0.75,0.25,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.25,0.0,1.0,0.0,0.75,0.0,0.75,0.75,0.25,0.75,0.75,0.75,0.0,0.0,0.75,1.0,0.75,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.83,0.17,0.0,0.75,0.0,0.0,0.0,0.5,0.5,0.5,0.25,0.75,0.5,0.5
1756,0.67,0.0,0.17,1.0,0.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.25,1.0,0.75,1.0,0.0,1.0,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.75,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,0.17,0.17,1.0,0.75,0.25,1.0,1.0,0.75,0.0,0.75,1.0,0.75,0.0,0.75,0.25
1757,0.33,0.17,0.83,0.25,1.0,0.0,0.17,1.0,0.75,0.0,1.0,0.0,1.0,0.75,1.0,1.0,0.0,0.25,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,1.0,0.75,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.75,1.0,0.83,0.67,0.0,1.0,0.0,1.0,0.75,0.75,0.5,0.75,0.5,0.25,0.5,0.25
1758,0.33,0.33,0.5,0.75,0.25,0.0,0.5,0.75,0.75,0.75,1.0,0.75,0.25,0.75,1.0,1.0,0.75,0.25,0.75,0.0,1.0,0.25,0.0,0.0,0.0,0.75,0.0,1.0,1.0,0.25,0.75,0.75,0.75,1.0,0.0,1.0,0.25,0.0,0.75,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,1.0,0.75,0.83,0.67,0.83,0.0,1.0,0.25,0.25,0.5,0.5,0.75,0.75,0.25,0.75,0.75,0.5
1759,0.17,0.0,0.17,1.0,0.75,0.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,1.0,0.25,1.0,0.25,0.75,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.75,0.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,1.0,0.25,0.25,0.0,0.67,0.83,0.0,0.0,1.0,1.0,0.75,0.25,0.5,1.0,0.75,0.0,1.0,0.5
1760,0.83,0.33,0.17,1.0,0.25,0.0,0.83,0.75,1.0,1.0,0.25,0.0,1.0,0.0,0.75,0.25,0.25,1.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.33,0.5,1.0,1.0,0.25,1.0,1.0,0.75,0.25,0.75,0.75,0.75,0.0,1.0,0.5
1761,0.67,0.33,0.5,0.75,1.0,0.0,0.67,0.75,1.0,0.75,0.25,0.25,0.75,0.25,1.0,1.0,0.75,1.0,0.75,0.25,0.75,0.75,1.0,0.25,0.75,0.25,0.0,0.75,0.75,0.75,0.75,0.75,0.25,0.75,1.0,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.0,0.0,0.75,1.0,0.75,0.75,1.0,0.75,0.75,1.0,0.25,0.75,0.75,0.33,0.5,0.5,0.25,0.25,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5
1763,0.83,0.33,0.0,0.25,1.0,0.0,0.17,0.75,1.0,0.0,1.0,0.25,0.0,0.0,1.0,0.75,0.0,1.0,1.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.75,0.25,0.25,0.25,0.25,0.75,1.0,0.0,0.25,0.25,0.0,0.75,1.0,0.25,0.75,0.75,0.75,0.75,0.25,0.75,0.25,0.25,0.25,0.25,0.75,0.75,0.0,0.0,0.0,1.0,0.75,0.67,0.83,0.5,0.0,0.75,0.0,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.25
1764,0.33,0.67,1.0,0.25,0.75,0.0,0.83,0.75,0.25,0.0,0.0,0.75,0.0,0.25,0.0,0.75,0.0,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.75,0.25,0.75,0.0,0.0,0.75,0.75,0.0,0.75,0.25,0.25,1.0,0.0,1.0,0.0,0.75,0.75,0.25,1.0,0.0,0.0,0.25,0.75,0.0,0.75,1.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.75,0.83,0.67,0.17,0.0,1.0,0.75,1.0,0.75,0.5,0.5,0.75,0.5,0.25,0.75,0.75
1766,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.25,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.75,0.25,0.75,0.0,0.67,1.0,0.0,0.25,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.75,0.5
1767,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.25,0.25,0.17,0.5,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.25
1768,0.0,0.17,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.33,1.0,0.25,0.0,1.0,1.0,1.0,0.0,0.25,1.0,1.0,0.0,1.0,0.75
1769,0.0,0.5,0.17,0.0,1.0,0.0,0.5,1.0,0.75,0.25,1.0,0.25,0.0,0.0,1.0,0.75,0.0,0.0,0.25,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.25,0.25,1.0,0.25,1.0,0.0,0.0,0.75,0.25,0.75,1.0,0.25,1.0,0.75,0.75,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.25,0.75,0.75,0.83,0.83,0.83,0.0,1.0,0.25,1.0,0.0,0.5,0.5,0.75,0.5,0.5,0.5,0.25
1770,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.75,1.0,0.75,1.0,0.25,0.75,0.75,1.0,0.75,0.25,0.75,0.75,0.0,1.0,0.0,0.0,0.75,0.0,0.25,1.0,1.0,0.75,0.75,0.75,0.25,0.25,0.75,0.25,1.0,0.0,1.0,0.25,0.75,0.75,0.75,0.25,1.0,1.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.25,1.0,1.0,1.0,0.33,0.5,0.67,0.0,0.75,0.75,1.0,0.5,0.5,0.75,0.75,0.5,0.0,0.5,0.5
1771,0.33,0.0,0.0,0.75,0.75,0.0,0.67,0.0,1.0,1.0,0.75,0.0,1.0,0.0,0.75,0.25,0.0,0.75,0.75,0.25,0.75,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.75,0.25,0.75,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.75,0.75,0.17,0.67,1.0,0.0,0.0,1.0,1.0,0.75,0.5,0.5,0.75,0.75,0.0,1.0,0.5
1772,0.5,0.17,0.5,0.0,0.75,0.0,0.17,0.0,0.25,0.0,1.0,0.25,0.75,0.25,0.0,0.25,0.0,0.75,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.75,0.0,0.75,0.75,0.0,0.0,0.75,0.25,0.75,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.25,0.75,0.75,1.0,0.75,0.75,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.83,0.17,0.0,0.75,0.0,0.75,0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5
1773,0.83,0.33,0.5,0.25,1.0,0.25,0.5,0.25,0.75,1.0,1.0,0.25,0.25,0.25,1.0,0.75,0.25,1.0,0.75,0.75,0.75,1.0,1.0,0.0,0.25,0.25,0.0,1.0,0.25,0.75,0.75,0.25,0.25,1.0,0.25,1.0,0.75,0.25,0.25,0.25,1.0,0.75,1.0,1.0,0.75,1.0,0.25,0.25,0.25,0.75,0.75,0.0,0.75,1.0,1.0,0.0,1.0,0.25,0.0,0.75,0.5,0.5,0.67,0.25,0.25,0.75,0.25,0.75,0.25,0.75,0.75,0.5,0.5,0.5,0.5
1774,0.67,0.0,0.0,1.0,1.0,0.0,0.83,0.75,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25,1.0,1.0,1.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.75,0.0,0.75,1.0,0.25,1.0,0.75,0.0,0.25,1.0,0.25,1.0,0.25,1.0,1.0,0.75,0.0,1.0,0.0,0.25,0.75,0.75,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.25,0.67,0.83,1.0,0.75,1.0,1.0,0.75,0.75,0.25,0.75,0.75,0.75,0.25,0.25,0.25
1775,0.0,0.0,0.0,1.0,0.75,0.0,0.83,0.75,1.0,1.0,0.75,0.0,1.0,0.0,0.75,0.25,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.75,0.0,0.25,1.0,1.0,0.25,1.0,1.0,0.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.25,0.17,0.5,1.0,0.75,0.75,1.0,1.0,0.75,0.25,0.5,1.0,1.0,0.0,1.0,0.25
1776,0.17,0.17,0.0,0.25,1.0,0.0,0.33,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,0.0,0.25,0.75,1.0,0.0,1.0,1.0,0.0,0.0,0.75,0.0,0.75,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.25,1.0,1.0,0.0,0.25,0.17,0.33,0.83,0.75,0.0,1.0,1.0,0.75,0.0,0.25,0.75,0.75,0.25,0.75,0.75
1777,0.83,0.17,0.33,0.75,1.0,0.0,0.67,0.0,1.0,0.75,0.25,0.0,0.75,0.0,1.0,0.75,0.25,1.0,1.0,0.0,0.75,0.75,1.0,0.0,0.75,0.0,0.0,0.75,0.25,1.0,1.0,0.0,0.25,0.0,0.75,0.75,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,0.75,1.0,0.75,0.0,1.0,1.0,0.75,0.75,0.33,0.83,0.83,0.25,0.75,0.75,1.0,0.5,0.5,0.5,0.75,0.5,0.25,0.75,0.5
1778,0.83,0.33,0.83,0.0,0.0,0.0,0.17,0.75,0.25,0.0,0.75,0.75,0.0,1.0,0.75,0.75,0.25,0.25,0.25,0.0,0.75,0.75,0.75,0.0,0.0,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.0,0.75,0.0,1.0,0.0,0.75,0.25,0.0,0.25,0.75,0.75,0.25,0.75,0.25,0.25,0.25,1.0,0.25,0.75,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.83,0.67,0.0,1.0,0.0,0.75,0.5,0.5,0.5,0.75,0.25,0.5,0.5,0.5
1781,0.83,0.17,0.0,1.0,0.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,0.75,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.0,0.25,0.0,0.5,1.0,0.75,0.75,1.0,1.0,0.75,0.0,0.75,1.0,0.75,0.25,1.0,0.25
1782,0.0,0.0,0.0,1.0,0.75,0.0,1.0,0.25,1.0,1.0,0.25,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,0.75,0.75,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.25,0.25,0.0,0.67,0.83,0.75,0.75,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.25,1.0,0.25
1783,0.83,0.83,0.5,0.25,0.25,1.0,0.67,0.25,0.25,0.75,0.25,0.75,0.25,0.25,0.75,0.75,0.75,0.75,0.25,0.0,0.25,0.75,0.0,0.75,0.75,0.75,0.25,0.75,0.25,0.25,0.75,0.25,0.0,1.0,0.25,0.25,1.0,0.75,0.0,1.0,0.75,0.75,0.75,0.25,0.0,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.25,0.0,0.25,0.75,0.25,1.0,1.0,0.67,0.83,1.0,0.0,1.0,0.75,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5
1784,0.0,0.0,0.17,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,1.0,0.0,0.25,0.0,0.17,1.0,0.75,0.0,1.0,1.0,1.0,0.0,0.5,0.75,0.75,0.0,1.0,0.5
1785,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.75,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1786,0.5,0.17,0.0,1.0,1.0,0.0,0.83,0.25,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.25,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,1.0,0.0,0.75,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.75,0.0,0.17,0.83,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.75,0.75
1787,1.0,0.33,0.17,0.25,0.0,0.0,0.83,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.25,0.0,0.0,1.0,1.0,0.0,1.0,0.25,0.75,0.25,0.75,0.75,1.0,1.0,0.0,0.25,0.75,1.0,0.75,1.0,1.0,0.75,0.0,0.75,0.25,0.0,0.75,0.75,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.67,0.67,1.0,0.0,1.0,1.0,1.0,0.5,0.25,0.75,0.75,0.5,0.0,1.0,0.25
1788,0.67,0.17,0.5,0.75,0.25,0.0,0.67,1.0,0.75,0.0,0.0,0.25,0.0,0.75,1.0,0.75,1.0,1.0,0.25,0.0,0.25,0.75,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,0.75,0.0,1.0,0.0,0.75,0.0,0.25,1.0,1.0,0.75,0.75,0.25,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.75,0.0,0.25,0.75,1.0,0.0,0.0,0.75,0.75,1.0,1.0,0.67,1.0,0.0,0.75,1.0,1.0,0.5,0.25,0.75,0.75,0.25,0.75,0.5,0.5
1789,0.17,0.5,0.67,0.75,0.25,1.0,0.83,0.0,0.75,1.0,0.0,0.25,1.0,1.0,0.75,0.25,1.0,0.25,0.75,0.0,0.25,1.0,1.0,0.0,0.75,0.25,0.0,1.0,0.25,1.0,0.25,0.75,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25,0.75,0.33,0.17,0.67,0.25,0.25,1.0,1.0,0.75,0.5,0.75,0.5,0.5,0.0,0.5,0.25
1790,0.17,0.0,0.0,1.0,0.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.75,0.25,1.0,0.0,1.0,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.75,0.0,0.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.25,0.0,0.33,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.25,1.0,0.5
1791,0.67,0.33,0.17,0.75,0.75,0.25,0.83,0.25,1.0,1.0,0.75,0.0,0.75,0.25,0.75,1.0,1.0,0.25,0.75,0.25,1.0,1.0,0.75,0.25,0.75,0.25,0.25,1.0,0.25,1.0,0.25,0.25,0.0,0.75,1.0,0.75,1.0,0.75,0.25,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.0,0.25,0.75,0.75,0.25,1.0,0.25,0.25,0.0,0.75,0.25,0.75,0.17,0.83,0.17,0.25,0.75,1.0,0.75,0.75,0.25,0.5,0.75,1.0,0.5,1.0,0.5
1792,0.67,0.17,0.17,1.0,1.0,0.0,0.67,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,0.75,0.75,0.0,1.0,0.25,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,0.25,0.75,1.0,0.25,1.0,0.25,0.25,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25,1.0,1.0,1.0,0.75,1.0,0.25,1.0,1.0,0.83,0.67,0.83,1.0,1.0,0.75,1.0,0.5,0.5,0.5,1.0,0.5,0.25,0.75,0.0
1793,0.33,0.83,0.17,0.25,0.75,0.0,0.17,0.75,0.75,0.75,1.0,0.25,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.75,0.0,1.0,0.0,0.25,0.75,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.75,0.25,1.0,1.0,1.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,0.25,0.75,0.25,1.0,1.0,1.0,0.0,0.75,0.25,0.75,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0
1794,0.67,0.17,0.17,0.75,0.75,0.0,0.5,0.75,0.75,0.75,0.75,0.0,0.25,0.75,0.75,0.25,0.0,0.75,0.25,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.75,1.0,0.75,1.0,0.75,0.25,1.0,0.25,0.0,0.75,0.25,1.0,1.0,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.75,1.0,0.25,0.75,1.0,0.75,0.75,0.75,0.83,0.83,0.83,0.25,1.0,0.75,1.0,0.75,0.25,0.5,0.75,0.5,0.25,0.75,0.25
1795,0.33,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.75,0.33,0.67,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.25
