,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
472,0.67,0.17,0.0,1.0,1.0,0.0,0.83,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.75,0.0,0.0,1.0,1.0,0.25,1.0,0.75,0.0,0.75,1.0,0.25,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.75,0.75,0.0,1.0,0.25
473,0.33,0.0,0.0,1.0,1.0,0.0,0.83,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.33,1.0,0.83,1.0,0.75,1.0,1.0,0.75,0.0,0.5,1.0,1.0,0.25,1.0,0.0
474,0.5,0.67,0.0,0.0,0.75,0.0,0.17,0.75,0.25,0.75,1.0,1.0,0.0,0.75,1.0,0.25,0.0,0.0,0.0,0.0,0.25,0.75,0.75,0.0,0.25,0.0,0.25,1.0,1.0,0.0,0.75,1.0,1.0,1.0,0.0,0.75,0.0,0.25,1.0,0.0,0.0,0.75,0.0,0.25,1.0,0.75,0.75,0.75,0.0,1.0,0.25,0.75,0.25,0.75,0.75,0.0,0.0,0.25,1.0,0.25,0.83,0.67,0.5,0.0,0.75,0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
475,0.83,0.33,1.0,0.25,0.0,1.0,0.17,1.0,0.0,0.0,0.75,1.0,0.0,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,0.75,0.25,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.83,1.0,0.33,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.75,0.0,0.25
476,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.75,0.0,0.0,1.0,0.0,0.5
477,0.33,0.33,0.83,0.25,0.75,0.0,0.83,0.75,1.0,1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.75,0.75,0.25,0.0,0.75,0.25,0.0,0.0,0.0,0.75,0.25,0.25,1.0,0.0,0.75,0.25,0.25,0.75,0.75,0.75,0.0,0.25,0.75,0.75,0.75,1.0,1.0,0.75,0.75,1.0,1.0,0.0,0.0,0.75,0.75,0.75,0.25,0.75,0.75,0.75,0.25,0.25,1.0,1.0,0.83,0.83,0.67,0.0,1.0,0.0,0.25,0.75,0.25,1.0,0.75,0.75,0.25,0.75,0.25
478,0.5,0.0,0.17,1.0,0.75,0.0,0.33,0.75,1.0,0.75,0.25,0.25,0.25,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.75,0.75,0.0,1.0,0.0,0.25,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.25,0.75,0.25,0.25,1.0,0.25,0.75,0.75,0.25,0.75,0.25,1.0,0.25,0.25,0.25,0.75,0.75,0.25,0.75,0.75,1.0,0.25,0.75,0.25,0.75,0.75,0.83,0.83,0.83,0.25,0.75,1.0,1.0,0.75,0.5,0.75,0.75,0.5,0.5,0.75,0.75
479,0.0,0.17,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.75,1.0,0.0,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.17,0.5,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0
480,0.83,0.67,0.0,0.0,1.0,0.0,0.0,0.75,0.75,0.25,1.0,0.75,0.0,0.75,1.0,0.75,0.0,0.25,0.25,0.25,0.25,0.75,0.75,0.0,0.75,0.25,0.25,1.0,0.75,0.25,1.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,1.0,0.25,0.25,0.75,1.0,0.75,0.75,0.0,0.25,0.25,0.25,1.0,0.0,1.0,0.25,0.25,0.25,1.0,0.75,0.83,1.0,0.67,0.0,1.0,0.25,1.0,0.25,0.25,0.75,0.75,0.25,0.75,0.75,0.25
481,1.0,0.67,0.33,0.25,0.0,1.0,0.67,0.0,0.75,1.0,0.0,0.75,0.75,0.25,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.25,0.75,0.25,0.75,0.75,0.25,1.0,0.25,0.25,0.25,0.25,0.75,0.75,1.0,0.75,0.25,1.0,1.0,0.0,0.75,0.75,1.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,0.75,1.0,0.25,0.0,0.0,0.75,0.75,1.0,0.67,0.33,0.83,0.0,0.75,0.75,1.0,0.5,0.75,0.75,0.75,0.25,0.25,0.75,0.75
482,0.33,0.67,0.67,0.25,0.25,0.75,0.17,0.0,0.25,0.0,0.0,0.75,0.25,0.75,0.25,1.0,0.0,0.75,0.75,0.0,0.25,0.25,0.0,0.75,0.25,1.0,0.75,0.25,0.75,0.25,0.0,0.75,0.0,1.0,0.0,0.75,0.0,0.75,1.0,0.75,1.0,1.0,0.0,0.25,0.0,0.25,0.75,0.0,1.0,0.25,0.25,0.0,0.75,0.0,0.25,0.0,0.75,0.25,0.75,1.0,0.83,0.67,0.33,0.0,0.75,0.0,0.0,0.0,0.5,0.5,0.5,0.25,0.5,0.5,0.5
483,0.17,0.0,0.33,1.0,1.0,0.0,0.83,0.0,1.0,1.0,0.25,0.25,1.0,0.25,0.25,0.25,0.75,0.75,1.0,0.25,0.75,0.75,1.0,0.0,0.75,0.0,0.0,1.0,0.25,1.0,0.75,0.0,0.25,0.75,0.75,0.75,1.0,1.0,0.25,1.0,1.0,0.25,0.75,1.0,1.0,1.0,0.0,1.0,0.25,1.0,0.75,0.75,1.0,1.0,0.75,0.75,1.0,1.0,0.0,0.25,0.0,0.83,0.83,0.25,0.25,0.75,0.75,0.75,0.0,0.25,0.75,0.75,0.25,0.75,0.25
484,0.0,0.0,0.0,1.0,0.75,0.0,1.0,0.75,1.0,1.0,0.25,0.0,1.0,0.25,0.75,0.75,1.0,0.25,1.0,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.67,1.0,0.75,0.0,1.0,1.0,0.75,0.0,0.5,1.0,0.75,0.0,1.0,0.5
485,0.5,0.83,0.83,0.75,1.0,0.0,0.17,1.0,0.75,0.0,1.0,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.25,0.0,0.75,0.0,1.0,1.0,0.0,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.75,1.0,0.0,1.0,0.0,1.0,0.0,0.25,1.0,0.75,0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.17,0.0,1.0,0.0,0.0,0.25,0.5,0.75,0.75,0.25,0.75,0.5,0.5
486,0.33,0.17,0.17,1.0,1.0,0.0,0.67,1.0,1.0,1.0,1.0,0.0,0.75,0.25,1.0,0.25,0.0,0.25,1.0,0.75,1.0,0.25,1.0,0.0,0.75,0.0,0.0,1.0,0.25,0.75,1.0,0.75,0.25,1.0,0.0,1.0,0.25,0.0,1.0,0.0,0.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,0.0,0.83,0.83,0.83,0.25,0.25,1.0,0.75,0.5,0.0,0.5,1.0,0.5,0.25,0.75,0.25
487,0.67,0.0,0.0,1.0,0.0,0.0,0.17,1.0,0.75,0.75,1.0,0.75,0.0,0.0,1.0,0.75,0.75,0.25,0.0,0.0,1.0,0.75,0.0,0.0,0.25,1.0,0.25,1.0,0.75,0.0,1.0,0.0,0.0,1.0,0.0,0.25,0.25,0.25,1.0,0.25,0.0,1.0,0.75,1.0,1.0,1.0,0.75,0.25,0.75,0.0,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.83,0.83,0.5,0.0,1.0,0.0,0.0,0.5,0.75,0.75,0.75,0.5,0.75,1.0,0.5
488,1.0,0.67,0.17,0.25,1.0,0.0,0.5,0.25,0.75,1.0,0.75,0.25,0.25,0.25,1.0,0.75,0.75,0.75,0.75,0.0,0.25,0.0,0.75,0.75,0.25,0.25,0.75,1.0,0.0,0.75,0.75,0.75,0.75,0.75,0.25,1.0,0.0,0.75,0.25,0.25,0.75,0.25,0.75,0.25,0.75,1.0,0.25,0.25,0.25,1.0,0.0,0.75,0.0,1.0,0.75,0.0,0.75,0.75,1.0,1.0,0.5,0.5,0.83,0.0,0.25,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75
489,0.83,0.83,0.83,0.0,0.0,1.0,0.17,0.75,0.25,0.25,0.25,0.25,0.75,0.25,1.0,0.75,0.0,0.75,0.0,0.0,0.75,0.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.75,0.75,1.0,0.25,1.0,0.0,0.75,0.0,0.75,1.0,0.0,0.75,1.0,0.75,0.0,0.0,1.0,1.0,0.0,0.75,0.75,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.25,1.0,0.75,0.67,0.83,0.17,0.0,1.0,0.25,0.0,0.25,0.75,0.75,0.5,0.5,0.75,0.75,0.75
490,0.83,0.17,0.33,0.75,0.75,0.0,0.83,0.0,0.75,1.0,0.0,0.0,0.75,0.0,0.75,0.25,1.0,0.75,1.0,0.75,0.75,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.75,0.25,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.0,0.25,0.0,0.75,0.75,0.75,1.0,1.0,1.0,0.75,0.75,1.0,0.0,1.0,0.33,0.33,0.83,0.0,0.75,1.0,0.75,0.75,0.25,0.75,0.75,0.75,0.25,0.75,0.25
491,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.75,1.0,1.0,0.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,1.0,0.0,0.0,1.0,1.0,0.25,1.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,0.75,1.0,0.25,0.75,0.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.17,0.83,1.0,0.25,0.75,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.25,1.0,0.5
492,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,0.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.75,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.33,1.0,0.25,0.0,1.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0,1.0,0.5
493,0.33,0.5,0.33,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25,0.75,0.25,0.75,0.25,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.25,0.0,0.25,1.0,1.0,0.75,0.75,1.0,0.25,0.75,0.75,0.25,0.75,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.75,0.33,0.5,1.0,0.25,0.25,1.0,0.25,0.75,0.0,0.5,1.0,0.75,0.0,0.75,0.5
494,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.25,0.0,1.0,0.0,1.0,1.0,1.0,0.25,1.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.25,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.75,0.0,1.0,0.25
495,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0
496,0.67,0.83,0.5,0.0,0.0,0.75,0.17,0.25,0.75,0.25,0.75,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,1.0,1.0,0.25,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.75,0.0,0.25,0.75,0.25,1.0,0.75,0.25,0.25,0.0,0.75,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.83,0.67,0.17,0.0,0.75,0.0,0.0,0.0,0.75,0.75,0.75,0.5,0.75,0.5,0.75
498,1.0,0.67,0.0,0.0,0.25,1.0,0.0,0.75,0.0,0.25,0.75,0.25,0.25,0.0,1.0,0.25,0.25,0.75,0.75,0.0,0.75,1.0,0.0,1.0,0.0,1.0,1.0,0.75,0.25,0.75,0.75,0.75,0.75,0.0,0.75,0.75,0.25,0.75,0.25,0.75,1.0,0.75,0.75,0.25,0.0,1.0,0.75,0.0,0.0,0.75,0.75,0.75,0.75,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.67,0.33,0.17,0.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,0.0,1.0,0.75,0.75
499,0.33,0.33,0.33,1.0,0.75,0.0,0.67,0.25,0.75,1.0,0.75,0.25,0.75,0.0,1.0,1.0,0.0,0.75,1.0,0.0,1.0,0.75,0.25,0.0,0.75,0.0,0.25,1.0,1.0,0.25,0.75,0.25,0.75,1.0,1.0,0.75,0.25,0.75,0.0,0.25,0.75,0.25,0.75,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.0,0.75,0.67,1.0,1.0,0.0,0.25,0.75,1.0,0.75,0.25,0.5,1.0,0.75,0.0,1.0,0.75
500,0.83,0.67,0.67,0.25,0.0,0.0,0.67,0.25,0.25,0.0,0.0,0.75,0.25,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.75,0.75,0.25,0.75,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0.75,0.75,0.25,0.25,0.25,1.0,1.0,0.0,0.25,1.0,0.0,0.25,0.75,0.25,1.0,0.25,0.0,0.25,1.0,1.0,0.5,0.83,0.67,0.0,0.75,0.75,0.75,0.25,0.75,0.75,0.75,0.25,0.75,0.75,0.75
503,0.83,0.33,0.33,0.75,0.0,0.0,0.5,0.75,1.0,0.0,1.0,0.25,0.25,0.25,0.0,0.75,0.0,1.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.75,0.0,0.25,0.75,0.0,1.0,0.0,0.75,0.75,0.75,1.0,1.0,0.75,1.0,0.25,0.75,0.75,1.0,0.25,0.25,0.75,0.75,0.75,0.0,0.0,1.0,1.0,0.75,0.5,0.67,0.5,0.0,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
504,0.67,1.0,0.67,0.0,0.0,1.0,0.67,0.25,0.0,0.0,1.0,1.0,0.0,0.75,0.0,1.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0,1.0,0.25,0.25,0.0,0.0,1.0,0.75,0.25,0.0,1.0,0.0,0.25,0.75,0.25,0.75,0.75,0.25,0.0,0.0,0.25,1.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.67,0.33,0.0,1.0,0.0,0.0,0.0,0.75,0.75,0.5,0.25,0.75,0.5,0.5
505,0.33,0.0,0.5,0.75,0.75,0.0,0.67,0.25,0.75,1.0,0.25,0.0,1.0,0.0,1.0,0.0,1.0,0.25,1.0,1.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.75,0.25,0.75,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.0,0.17,1.0,0.25,0.0,1.0,0.75,0.75,0.25,0.5,0.75,0.5,0.25,0.75,0.75
506,0.83,0.17,0.0,0.75,1.0,0.0,0.33,0.75,0.75,0.25,0.75,0.75,0.0,0.75,1.0,0.25,0.0,0.75,0.0,0.0,0.75,1.0,0.25,0.0,0.25,0.25,0.0,1.0,0.75,0.75,1.0,0.75,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25,1.0,0.0,0.75,1.0,0.75,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.25,1.0,0.0,0.25,0.0,1.0,0.75,0.83,1.0,0.5,0.0,1.0,0.25,0.75,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5
510,1.0,0.67,0.5,0.25,0.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,0.75,0.25,0.0,0.0,0.0,1.0,0.75,0.0,0.75,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.25,0.25,0.0,1.0,0.0,0.75,1.0,1.0,1.0,0.25,0.75,1.0,0.75,0.0,1.0,1.0,0.25,0.0,0.75,0.75,0.75,1.0,0.0,0.25,1.0,1.0,0.67,0.67,0.67,0.0,0.75,0.75,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.5
511,0.17,0.67,0.5,0.75,0.75,0.0,0.67,0.0,1.0,1.0,0.75,0.0,0.75,0.25,1.0,1.0,0.25,1.0,0.75,0.25,0.75,0.75,0.75,0.0,0.25,0.0,0.0,1.0,0.75,0.75,0.25,0.25,0.25,0.0,0.25,1.0,0.25,0.75,0.75,0.75,1.0,1.0,0.25,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.75,0.75,1.0,0.75,0.25,0.0,0.25,0.75,0.75,0.75,0.67,0.17,0.5,0.0,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.25,0.75,0.5
512,0.0,0.67,0.5,0.25,0.75,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.25,0.0,1.0,0.75,0.0,1.0,0.75,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,1.0,0.25,0.75,0.75,0.25,0.25,0.0,0.25,0.75,0.25,1.0,0.0,0.0,1.0,0.75,1.0,0.75,0.75,1.0,0.25,0.25,0.25,1.0,0.75,0.25,0.25,0.75,1.0,0.0,0.0,0.25,1.0,0.25,0.33,0.33,0.33,0.0,0.75,0.0,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.25
513,1.0,0.33,0.5,0.75,0.75,0.0,0.5,0.0,1.0,0.25,1.0,0.0,0.25,0.0,0.75,1.0,0.0,1.0,1.0,0.0,0.75,0.75,0.25,0.0,0.25,0.0,0.0,1.0,0.25,0.75,0.75,0.25,0.25,0.0,0.25,0.75,0.0,0.75,0.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.25,0.25,0.75,1.0,0.75,0.25,0.75,0.75,0.25,0.0,0.0,0.25,1.0,0.75,0.67,0.67,0.67,0.0,0.75,0.75,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
514,0.83,0.83,0.0,0.25,1.0,0.0,0.67,0.0,1.0,1.0,0.75,0.25,0.25,1.0,1.0,0.25,0.0,1.0,0.75,0.0,0.25,0.75,0.0,0.75,0.75,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.25,0.75,0.75,0.25,0.25,1.0,0.75,0.0,0.75,0.75,0.0,1.0,1.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.25,0.75,1.0,0.17,0.5,1.0,0.0,0.75,1.0,1.0,0.5,0.25,0.5,0.75,0.5,0.5,0.75,0.0
516,0.83,0.33,0.5,0.75,0.25,0.0,0.67,0.75,0.75,1.0,1.0,0.25,0.0,0.0,1.0,0.75,0.25,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.25,0.75,0.0,1.0,1.0,1.0,1.0,0.25,0.75,0.0,0.0,0.75,0.25,1.0,0.75,0.75,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.0,1.0,1.0,0.33,0.83,0.83,0.0,0.25,0.75,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5
517,0.67,0.33,0.0,1.0,1.0,0.0,0.83,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.75,0.25,1.0,0.75,1.0,0.0,1.0,0.75,1.0,0.0,0.75,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.25,0.75,0.25,1.0,0.75,0.75,0.75,1.0,1.0,1.0,0.75,1.0,0.75,0.75,0.17,0.67,1.0,0.25,0.75,1.0,1.0,0.75,0.5,0.75,0.75,0.75,0.25,1.0,0.25
518,0.0,0.17,0.17,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.25,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.75,0.0,1.0,1.0,0.25,1.0,1.0,0.75,1.0,0.0,0.25,0.0,1.0,0.75,0.75,0.75,1.0,0.75,0.75,1.0,1.0,0.25,0.75,0.33,0.67,1.0,0.75,1.0,1.0,1.0,0.75,0.25,0.5,1.0,1.0,0.25,1.0,0.25
519,0.0,0.17,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.25,0.0,0.5,1.0,0.25,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
520,0.67,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,0.75,0.25,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.17,0.83,0.83,1.0,0.75,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0
521,0.67,0.83,0.5,0.25,0.0,1.0,0.17,0.75,0.25,0.25,0.75,1.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,1.0,1.0,0.25,0.0,0.25,0.0,1.0,1.0,0.75,0.0,1.0,0.25,0.25,1.0,0.25,0.25,0.75,0.0,0.25,0.25,0.25,0.75,0.25,0.25,1.0,0.25,0.25,0.75,0.0,0.0,0.0,0.0,0.25,0.75,1.0,0.67,0.83,0.5,0.0,1.0,0.25,0.0,0.25,0.75,0.75,0.5,0.25,0.75,0.5,0.75
522,0.67,0.33,0.17,0.0,0.75,0.0,0.17,0.75,0.75,0.25,0.75,0.75,0.25,1.0,1.0,0.0,0.0,0.75,0.25,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.75,0.75,0.0,0.75,1.0,1.0,0.75,0.0,0.75,0.25,0.0,0.75,0.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.0,1.0,0.75,0.25,0.25,0.75,0.75,1.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,0.67,0.0,0.75,0.0,1.0,0.75,0.75,0.75,0.75,0.25,0.75,1.0,0.75
523,1.0,0.67,0.17,0.25,0.0,0.75,0.67,0.0,1.0,1.0,0.0,0.75,0.25,0.0,0.25,0.25,1.0,0.75,1.0,0.0,0.75,0.25,0.0,1.0,0.75,1.0,1.0,0.25,0.75,1.0,1.0,1.0,0.75,0.25,0.75,0.75,1.0,1.0,0.25,0.75,1.0,0.25,0.75,0.75,0.75,1.0,0.25,0.25,0.25,0.25,0.25,1.0,1.0,0.25,0.75,0.0,0.0,1.0,0.25,1.0,0.5,0.17,1.0,0.0,0.75,1.0,0.75,0.5,0.5,1.0,0.75,0.5,0.5,0.75,1.0
