candidate_id,index,party,color,party_id,yays,nays,x,y
889,2834,CVP,#FFA500,3,40,35,0.0050116052423786,-0.187998313573517
890,2842,Grüne,#008000,4,47,28,0.878701983774913,0.0307199586845758
891,2846,glp,#32CD32,6,42,33,-0.955136888274867,0.848068367612742
892,2847,Grüne,#008000,4,53,22,0.849755317092221,-0.515105117118535
893,2848,SVP,#006400,0,33,42,-1.82422793353438,-0.810232381481312
894,2849,BDP,#800020,5,43,32,0.356653829807121,-1.3752067811567
896,2851,SVP,#006400,0,41,34,-0.533127794956428,-1.31018641332269
897,2852,SVP,#006400,0,28,47,-0.850573097033568,-2.48940629161934
898,2853,SVP,#006400,0,38,37,-0.395946301379284,-1.16496290655217
899,2854,glp,#32CD32,6,43,32,0.14336781254192,1.22484958191126
901,2856,Grüne,#008000,4,39,36,0.640626075584604,-0.633217990783041
903,2858,Grüne,#008000,4,48,27,1.52275446953101,1.03681685096629
904,2859,FDP,#4169E1,2,33,42,-1.4083275063161,0.84422584136676
905,2860,FDP,#4169E1,2,28,47,-1.34288587390713,1.19381745032441
906,2861,CVP,#FFA500,3,40,35,-0.630800926833981,-0.430094088213157
907,2862,CVP,#FFA500,3,38,37,-0.0789111869104574,-0.711479070873212
908,2863,CVP,#FFA500,3,35,40,-0.483341511822502,-0.950036832909688
909,2864,CVP,#FFA500,3,36,39,-0.120371037394595,-0.471935353507855
911,2870,CVP,#FFA500,3,38,37,-0.542725568439466,-0.830459404411514
913,2872,SP,#FF0000,1,50,25,0.209549545305894,0.152467051988752
914,2873,SP,#FF0000,1,49,26,1.74879213588579,1.57367280566274
915,2874,SP,#FF0000,1,55,20,0.838976413927552,0.774026002509492
916,2875,SP,#FF0000,1,45,30,1.00517454320501,-0.267302524872471
917,2876,SP,#FF0000,1,46,29,1.52119892608122,0.311213651241148
918,2877,SP,#FF0000,1,52,23,0.620720558403525,0.410207245245368
919,2878,SP,#FF0000,1,45,30,1.31251498042421,0.147105202139904
920,2879,Grüne,#008000,4,48,27,1.43169389591382,-0.403585688997433
921,2880,SVP,#006400,0,30,45,-1.88302669945884,-0.906022879330538
922,2884,FDP,#4169E1,2,34,41,-0.874438907258364,0.251827134747852
923,2885,FDP,#4169E1,2,32,43,-0.398636491723744,0.127151790923037
924,2886,glp,#32CD32,6,42,33,-0.461568734692437,1.50025705676535
925,2887,glp,#32CD32,6,40,35,-0.625784863082063,1.58821166093531
926,2888,glp,#32CD32,6,43,32,-0.928828130500802,1.72595654894894
927,2891,FDP,#4169E1,2,29,46,-1.23241740541861,0.924504284133105
928,2892,FDP,#4169E1,2,42,33,-0.970231704677487,0.624711889849902
929,2893,CVP,#FFA500,3,39,36,-0.213546733769469,-0.0528305513288675
930,2896,FDP,#4169E1,2,32,43,-0.724594174047889,-0.193772016100153
931,2898,FDP,#4169E1,2,40,35,-0.25926950855994,0.328915703890076
932,2899,FDP,#4169E1,2,47,28,0.0343946009445479,0.160310816424703
933,2904,CVP,#FFA500,3,38,37,-0.265205845390105,0.0402345683157707
934,2905,CVP,#FFA500,3,38,37,-0.242189624909054,-1.23452743920566
935,2908,glp,#32CD32,6,46,29,-0.389970425699592,2.9015955828926
936,2909,glp,#32CD32,6,49,26,0.40596541101997,0.175982273354414
937,2910,glp,#32CD32,6,51,24,0.361872646552096,-0.543656856713052
938,2911,glp,#32CD32,6,43,32,-0.552364637907718,0.344147258349134
939,2912,glp,#32CD32,6,48,27,-0.166217436440504,2.34510838489666
940,2913,glp,#32CD32,6,47,28,-0.179101660276064,0.742105959742579
941,2916,SVP,#006400,0,46,29,0.0109433936476756,-1.38800881173264
942,2918,SP,#FF0000,1,49,26,1.06587661189883,1.25176743640374
943,2920,CVP,#FFA500,3,37,38,-0.718851695022689,-0.408834323813269
945,2922,CVP,#FFA500,3,35,40,-0.618928635070825,-0.0254835129574754
946,2929,glp,#32CD32,6,40,35,-0.619798842420301,1.50664037744037
947,2930,Grüne,#008000,4,44,31,2.33778725377916,0.0118526403827921
948,2932,glp,#32CD32,6,49,26,-0.262242385367502,1.92127368294058
949,2933,glp,#32CD32,6,41,34,-0.61094907188147,0.961353510693119
950,2934,BDP,#800020,5,40,35,-0.469546894654198,0.212845776484308
951,2936,BDP,#800020,5,46,29,0.137508522664179,-0.925133143125412
952,2937,BDP,#800020,5,33,42,-0.135680567142279,-0.923860616618483
953,2939,Grüne,#008000,4,48,27,1.26590062109707,0.682651262009845
954,2940,Grüne,#008000,4,48,27,1.17124032909648,-0.584447063650333
955,2941,CVP,#FFA500,3,34,41,-0.283222273978835,-0.477106925945239
956,2942,CVP,#FFA500,3,33,42,-0.362053785684232,-0.299361985734499
957,2943,CVP,#FFA500,3,35,40,0.0373408123352745,-0.781991323687703
959,2946,FDP,#4169E1,2,41,34,-1.03235494776701,2.07425527047957
960,2947,FDP,#4169E1,2,37,38,-1.08617543264824,0.619396943296044
961,2948,CVP,#FFA500,3,28,47,-0.48128179032596,-0.535409079032992
962,2949,CVP,#FFA500,3,54,21,0.205554612034266,0.0831226671353124
963,2951,CVP,#FFA500,3,30,45,-0.229359469174019,-0.666787064690963
964,2953,CVP,#FFA500,3,33,42,-0.240388303293022,-0.426047034976748
965,2954,BDP,#800020,5,42,33,-0.358477718506206,-0.273055432580764
966,2955,SP,#FF0000,1,56,19,0.700842508215947,-0.225374128687073
967,2956,SP,#FF0000,1,51,24,0.434520813615429,-0.766460501950621
968,2957,BDP,#800020,5,46,29,0.369927102972835,-0.933719050376177
970,2959,SP,#FF0000,1,45,30,2.20506700542364,0.202761018167619
971,2960,SVP,#006400,0,39,36,-0.87685563905554,-1.11018220113226
972,2962,FDP,#4169E1,2,31,44,-1.48552836149594,0.609366537815773
973,2964,SVP,#006400,0,25,50,-0.951960777671988,-1.3408632869623
974,2965,SVP,#006400,0,34,41,-1.18287898858491,-0.926030810036822
975,2966,glp,#32CD32,6,45,30,-0.620899718598726,1.50076976302139
976,2967,SVP,#006400,0,28,47,-0.791844636437335,-1.76175102758288
978,2969,SVP,#006400,0,30,45,-0.86236652078153,-0.530031615041305
979,2970,SVP,#006400,0,35,40,-1.13157344765671,-0.884279668744304
981,2972,CVP,#FFA500,3,31,44,-0.157915594142672,-0.601341644695478
983,2974,CVP,#FFA500,3,43,32,-0.586483954480552,-1.0606206317873
984,2975,FDP,#4169E1,2,33,42,-0.976409077765759,0.79866325608455
985,2976,CVP,#FFA500,3,51,24,0.276200613110127,-0.628654385047256
986,2977,FDP,#4169E1,2,39,36,-0.548820925838944,-0.411529840404133
987,2978,CVP,#FFA500,3,26,49,-1.21121951575307,-0.18592169735879
988,2979,CVP,#FFA500,3,47,28,0.0744275082093711,-0.480267375140376
989,2980,CVP,#FFA500,3,31,44,-0.33528582365803,-0.322881232070598
990,2981,SVP,#006400,0,43,32,-0.533463321889125,-1.48100088348819
991,2982,FDP,#4169E1,2,40,35,-0.630508109899694,1.1000050420296
992,2992,glp,#32CD32,6,48,27,-0.495084835246405,1.78899780161512
993,2993,glp,#32CD32,6,47,28,-0.199912091258078,0.850097384970235
994,2994,glp,#32CD32,6,43,32,0.201141789228585,-0.789308433099688
996,2996,Grüne,#008000,4,52,23,0.429121893453188,-0.786963951373082
997,2999,SVP,#006400,0,50,25,0.188017887198806,-1.64234032947864
998,3001,SP,#FF0000,1,49,26,1.50461718839506,1.39613998984503
999,3003,CVP,#FFA500,3,31,44,-0.478074360809015,-0.592193545595614
1000,3008,glp,#32CD32,6,44,31,-0.729346420148366,2.32521926630011
1001,3009,Grüne,#008000,4,42,33,2.43590291767913,-0.258429424325782
1002,3011,BDP,#800020,5,46,29,-0.0829336638099248,-0.394490033145928
1003,3012,glp,#32CD32,6,46,29,-0.569000006721038,1.36299772994725
1004,3014,SVP,#006400,0,32,43,-0.324041151517062,-2.40859968893942
1006,3016,BDP,#800020,5,42,33,-0.362793644065541,-0.418609469551455
1007,3017,glp,#32CD32,6,45,30,-0.0395391926479676,1.29189376751692
1008,3018,glp,#32CD32,6,39,36,-1.09918364688547,1.91767880537213
1009,3019,Grüne,#008000,4,43,32,1.73550751541481,-0.130491718554403
1010,3020,FDP,#4169E1,2,30,45,-1.0401120697091,-0.344312469397605
1011,3021,FDP,#4169E1,2,28,47,-1.42492289340937,0.445851872407428
1012,3023,FDP,#4169E1,2,30,45,-0.854288781709218,0.269062276029392
1013,3024,CVP,#FFA500,3,34,41,-0.233971202927898,-0.251137111745465
1014,3025,CVP,#FFA500,3,31,44,-0.408570215671853,-0.145036163271304
1016,3027,CVP,#FFA500,3,35,40,-0.353527898189734,-0.832686025346928
1017,3028,CVP,#FFA500,3,30,45,-0.332892421308113,-0.540843147247995
1019,3031,CVP,#FFA500,3,42,33,-0.330659398120444,-0.547482683348405
1020,3032,FDP,#4169E1,2,35,40,-1.02857831326495,-0.0228443370311364
1021,3033,CVP,#FFA500,3,38,37,-0.650154639939314,-0.472421398546571
1022,3034,CVP,#FFA500,3,44,31,-0.325346280058885,-0.177473173379292
1023,3036,SP,#FF0000,1,49,26,1.06445674422825,1.12978013473747
1024,3037,SP,#FF0000,1,52,23,0.826925931639196,1.13454364488716
1025,3038,SP,#FF0000,1,48,27,0.360112467581864,-0.49385629853624
1026,3039,SP,#FF0000,1,50,25,1.04757257034966,0.445118445488859
1027,3040,SP,#FF0000,1,47,28,1.36591542912597,0.41751148601968
1028,3041,Grüne,#008000,4,45,30,0.95845540648857,-0.115083094513446
1029,3044,SVP,#006400,0,30,45,-1.54596564407133,-0.633547400575849
1030,3045,FDP,#4169E1,2,28,47,-0.811513803595001,-0.119838105445466
1031,3046,FDP,#4169E1,2,30,45,-0.951833660323487,0.665283408796336
1033,3048,SVP,#006400,0,27,48,-1.19769359975894,-1.32564361581822
1034,3049,SVP,#006400,0,41,34,-0.0334310208268509,-2.1081325464417
1035,3050,glp,#32CD32,6,41,34,-0.309060168542093,1.28255580436669
1036,3051,SVP,#006400,0,34,41,-0.826022538175946,-1.44974356446975
1037,3052,glp,#32CD32,6,40,35,-0.931898701188988,1.45270442273889
1038,3054,SVP,#006400,0,32,43,-0.818876627056946,-1.16295262688215
1039,3055,FDP,#4169E1,2,44,31,-0.858167563175493,0.0278843621648291
1040,3058,CVP,#FFA500,3,43,32,0.0355838513214496,-0.532675420540281
1041,3059,SVP,#006400,0,33,42,-0.640446079926074,-1.21075971416272
1042,3060,FDP,#4169E1,2,19,56,-1.15838642137538,0.462681086387641
1043,3062,SP,#FF0000,1,47,28,1.12893755029723,0.0034055247392673
1044,3067,SVP,#006400,0,22,53,-1.00517525814204,-0.919442425342134
1045,3068,CVP,#FFA500,3,41,34,-0.366253796155871,-0.943682479592003
1046,3069,CVP,#FFA500,3,44,31,0.136039624863262,-0.641549491317272
1047,3070,CVP,#FFA500,3,42,33,0.145932289731147,-0.388788976516073
1048,3071,FDP,#4169E1,2,38,37,-0.91499612152176,0.213086429807258
1049,3072,glp,#32CD32,6,49,26,0.134872578046445,1.2314471505336
1050,3073,glp,#32CD32,6,51,24,0.111302660846305,1.36532320649945
1051,3079,BDP,#800020,5,51,24,0.0770367494177547,-0.492362710800681
1052,3080,BDP,#800020,5,42,33,0.105227429471783,-0.649437270094407
1053,3084,glp,#32CD32,6,49,26,-0.163866232887462,0.264053268581151
1054,3085,CVP,#FFA500,3,27,48,-0.596101037489245,-0.270888392181593
1055,3089,CVP,#FFA500,3,64,11,0.0179702891224165,-0.386036436172672
1056,3098,Grüne,#008000,4,43,32,2.19561613353975,-0.482252829236791
1058,3101,BDP,#800020,5,38,37,-0.259421817539602,-0.526393220366969
1059,3102,glp,#32CD32,6,44,31,-0.269613850420936,1.99404183806425
1060,3103,glp,#32CD32,6,55,20,-0.18528550809949,0.0384105991597846
1061,3104,glp,#32CD32,6,46,29,-0.244696153365621,0.692467441531597
1063,3106,Grüne,#008000,4,48,27,1.10699896587686,0.760540443087434
1066,3109,BDP,#800020,5,37,38,-0.325868807321051,-0.25766227271593
1067,3110,BDP,#800020,5,47,28,-0.0630436314847209,-1.05186466734934
1069,3112,SVP,#006400,0,34,41,-0.936569940633034,-1.61210372461187
1070,3114,Grüne,#008000,4,43,32,1.88421197264615,-0.0048391149209594
1072,3116,Grüne,#008000,4,48,27,1.49941791022872,-0.446547963955308
1073,3117,FDP,#4169E1,2,42,33,-0.851887567371999,-0.0721280234839264
1075,3121,CVP,#FFA500,3,44,31,-0.0776250504650317,-0.333503947005595
1076,3122,CVP,#FFA500,3,40,35,0.114692100040305,-0.746260916166604
1077,3123,CVP,#FFA500,3,35,40,-0.0829348584359185,-0.582184695895626
1078,3124,FDP,#4169E1,2,38,37,-0.158532006929156,-0.819803031273187
1079,3125,glp,#32CD32,6,42,33,-0.0840167468067132,0.962132371720034
1080,3126,SP,#FF0000,1,47,28,1.46984545049128,0.74820893070717
1081,3127,SP,#FF0000,1,46,29,1.19035223906459,-0.650901723794097
1082,3128,SP,#FF0000,1,49,26,0.964565276691304,0.363226204555624
1084,3130,SP,#FF0000,1,44,31,0.70350990093256,-0.470822948949267
1085,3131,Grüne,#008000,4,45,30,1.75937502182007,-1.84192990139375
1086,3135,FDP,#4169E1,2,39,36,-0.950603374298944,-0.038493574212767
1087,3136,FDP,#4169E1,2,45,30,-0.145918272191497,-0.32299768524326
1088,3137,SVP,#006400,0,33,42,-0.801000479673763,-0.710465276005492
1090,3139,BDP,#800020,5,45,30,-0.51338222725144,0.259577824042087
1091,3140,glp,#32CD32,6,42,33,-0.992039237944634,2.28137447363273
1092,3141,glp,#32CD32,6,43,32,-0.0233911272762308,1.20125752588237
1093,3142,glp,#32CD32,6,42,33,-0.501547985163545,1.73352389996272
1094,3143,SVP,#006400,0,35,40,-0.642991225906565,-1.24200421398501
1095,3144,SVP,#006400,0,20,55,-1.07473204624549,-0.317959432910163
1096,3145,glp,#32CD32,6,44,31,-0.55894760477496,1.16007056750322
1098,3147,SVP,#006400,0,31,44,-1.23865861054034,-0.933393917755158
1099,3148,SVP,#006400,0,34,41,-0.919465042668625,-1.08059415772626
1100,3149,FDP,#4169E1,2,31,44,-1.42289986779025,1.3146629776768
1101,3150,FDP,#4169E1,2,36,39,-1.09458584068537,1.38354815853291
1102,3151,CVP,#FFA500,3,40,35,-0.695783419778132,0.502249783718916
1103,3152,CVP,#FFA500,3,36,39,-0.198393670882846,-0.0772832383078543
1104,3153,FDP,#4169E1,2,41,34,-0.48551643461955,-0.312865599135267
1105,3155,FDP,#4169E1,2,35,40,-0.888136034602637,0.795576144933121
1106,3156,SVP,#006400,0,26,49,-0.861352288655435,-1.74207641469461
1107,3162,Grüne,#008000,4,43,32,1.66154906847547,-0.845539701916363
1108,3164,FDP,#4169E1,2,34,41,-0.932555575408488,0.591979919808053
1109,3165,CVP,#FFA500,3,46,29,-0.0219894871359463,-0.391512121788241
1110,3166,CVP,#FFA500,3,50,25,-0.0578752750320184,-0.999720207353843
1111,3167,glp,#32CD32,6,46,29,-0.481475252284181,1.31421395106244
1113,3169,glp,#32CD32,6,58,17,0.510114870248094,1.00356613917772
1114,3170,glp,#32CD32,6,44,31,-0.868734555875276,1.91128808885209
1115,3171,glp,#32CD32,6,44,31,-0.399433691128084,0.396605630716729
1116,3173,SP,#FF0000,1,47,28,1.4827749607424,0.428793494531467
1117,3174,BDP,#800020,5,32,43,-0.413984397877874,-0.274606811150888
1118,3177,Grüne,#008000,4,45,30,1.72930262042534,0.211331301469471
1119,3179,Grüne,#008000,4,41,34,0.530380779354444,-1.0374365174775
1120,3180,SVP,#006400,0,32,43,-1.98171882711955,-0.539018749895464
1121,3183,glp,#32CD32,6,44,31,-0.520178675205597,1.69049091728295
1122,3184,CVP,#FFA500,3,38,37,-0.477501716662686,0.0758153230922242
1123,3185,CVP,#FFA500,3,39,36,-0.296522288242709,-0.383027312969794
1124,3186,CVP,#FFA500,3,38,37,-0.246705844331807,0.0323873320269405
1125,3187,CVP,#FFA500,3,43,32,-0.343034123439806,0.468424905258323
1126,3195,Grüne,#008000,4,42,33,1.6524823304346,-0.925467384713237
1127,3198,Grüne,#008000,4,49,26,1.00877678245981,0.578167018534579
1128,3199,Grüne,#008000,4,42,33,1.87155388071817,-0.420749597768642
1129,3201,BDP,#800020,5,47,28,-0.0211077816143861,-0.981927053482963
1130,3204,Grüne,#008000,4,49,26,1.22949428341001,-0.340714582485119
1131,3206,Grüne,#008000,4,47,28,0.768589318860217,-0.217815202473074
1133,3209,Grüne,#008000,4,44,31,1.56660679685037,-0.465836055908428
1135,3211,CVP,#FFA500,3,25,50,-0.41288225542496,-0.67641495302209
1136,3212,SVP,#006400,0,24,51,-1.03886019693834,-1.95375953365132
1137,3213,FDP,#4169E1,2,25,50,-1.25763683282988,0.208659042829532
1140,3217,FDP,#4169E1,2,33,42,-1.33493369272725,0.289839017837666
1141,3218,FDP,#4169E1,2,30,45,-0.894881529284252,0.58791171884215
1142,3219,CVP,#FFA500,3,50,25,0.0037238036969577,0.223219370073346
1143,3220,CVP,#FFA500,3,41,34,-0.295551128582466,-0.180465247268484
1145,3222,CVP,#FFA500,3,35,40,-0.197864013354586,-0.470510297662384
1146,3223,CVP,#FFA500,3,45,30,0.0156134412808636,-1.00945904015771
1147,3224,CVP,#FFA500,3,48,27,0.392985743541965,0.0364054787944122
1148,3226,SP,#FF0000,1,48,27,1.07112717086507,-0.125733135711656
1149,3227,SP,#FF0000,1,51,24,0.803643293338018,0.0607458427497909
1150,3228,SP,#FF0000,1,47,28,1.04553509284141,-0.123971189469866
1151,3229,SP,#FF0000,1,49,26,1.02496489320634,0.160747030324431
1152,3230,SP,#FF0000,1,44,31,1.8579072200715,0.156500074128295
1153,3231,SP,#FF0000,1,47,28,1.50693975430246,0.456132111207926
1154,3232,SP,#FF0000,1,47,28,1.45924383605143,0.845378141714324
1155,3233,SP,#FF0000,1,44,31,1.39336420093736,0.0477097795849798
1156,3234,SP,#FF0000,1,47,28,1.18451113510974,-0.31763467414879
1157,3235,SP,#FF0000,1,45,30,1.6996620475836,0.573027437675924
1158,3237,SP,#FF0000,1,46,29,1.16405108458005,1.00641550674753
1159,3238,SP,#FF0000,1,49,26,0.75414723092262,-0.783314710878842
1160,3239,SP,#FF0000,1,45,30,1.48459745140339,0.36622685090728
1161,3240,Grüne,#008000,4,41,34,1.94931843838411,-0.582728358165569
1162,3242,SVP,#006400,0,27,48,-1.78499292742215,-1.32335397020425
1163,3243,SVP,#006400,0,28,47,-1.3224502237121,-0.485064742432385
1165,3246,FDP,#4169E1,2,37,38,-0.515342658901439,-0.282076422088989
1166,3247,SVP,#006400,0,47,28,-0.433617356504703,-1.1034878033405
1168,3251,glp,#32CD32,6,40,35,-0.477853016072342,0.831462782038239
1169,3252,glp,#32CD32,6,40,35,-0.338369643095324,1.52988892818985
1170,3253,glp,#32CD32,6,40,35,-0.331064340737553,0.100483015647621
1171,3254,CVP,#FFA500,3,41,34,-0.197058590018595,-0.747191698822283
1174,3258,SP,#FF0000,1,48,27,0.710290651850712,-0.0103073444828163
1175,3259,SVP,#006400,0,33,42,-0.734215094249374,-2.28763795409211
1177,3261,CVP,#FFA500,3,27,48,-0.217105635559059,-0.618972266544425
1178,3262,CVP,#FFA500,3,38,37,-0.197219158402188,-0.378228745636026
1179,3264,glp,#32CD32,6,49,26,-0.271385114076088,1.65728806504844
1180,3265,SVP,#006400,0,39,36,-0.875301874810658,-1.25463812430218
1181,3266,SVP,#006400,0,41,34,-0.662336606055314,-0.720708692061984
1182,3273,CVP,#FFA500,3,35,40,-0.469661909152574,0.103441265234738
1183,3275,FDP,#4169E1,2,33,42,-1.15070798117136,0.905128095464546
1184,3276,glp,#32CD32,6,44,31,-0.537937320538997,1.50309003489703
1185,3279,BDP,#800020,5,51,24,-0.260212907664782,-0.665989527991831
1187,3284,CVP,#FFA500,3,49,26,-0.186014292912753,-0.250396080655282
1188,3287,CVP,#FFA500,3,40,35,-0.149972740770605,0.135295338381267
1190,3295,BDP,#800020,5,48,27,-0.592542401154845,-0.405106404892846
1191,3296,BDP,#800020,5,43,32,-0.719605885586913,0.0828983169981743
1192,3300,Grüne,#008000,4,46,29,0.521610205512943,0.386261305012554
1193,3301,Grüne,#008000,4,47,28,1.94725533348583,0.923906085121581
1194,3306,SVP,#006400,0,28,47,-0.554107885227851,-0.404899741086817
1195,3307,SVP,#006400,0,20,55,-1.02460007637125,-1.18441155770735
1197,3309,Grüne,#008000,4,45,30,1.39485010855451,-0.71230974163404
1198,3310,FDP,#4169E1,2,38,37,-0.534361875769122,0.381876912654765
1199,3311,FDP,#4169E1,2,39,36,-0.524989892656857,-0.225542867748524
1200,3314,CVP,#FFA500,3,28,47,-1.01529941312838,0.496213738783199
1201,3315,CVP,#FFA500,3,46,29,0.0891482264075893,-0.377452403640076
1202,3316,CVP,#FFA500,3,34,41,-0.519383438731924,0.0545303642957409
1203,3317,CVP,#FFA500,3,46,29,-0.516359486618327,0.266913377393168
1204,3318,CVP,#FFA500,3,48,27,-0.214426205864243,-0.641168149145648
1205,3319,CVP,#FFA500,3,46,29,-0.427412297900719,-0.780632335548136
1206,3320,CVP,#FFA500,3,30,45,0.0750117308362515,-0.647308016527776
1207,3321,CVP,#FFA500,3,36,39,-0.0955926122231912,-1.03261253392134
1208,3322,CVP,#FFA500,3,41,34,-0.202542670489557,-0.0287278524861829
1209,3323,CVP,#FFA500,3,43,32,0.025441862460269,-0.778642999040443
1210,3324,CVP,#FFA500,3,34,41,-0.327873933655153,-0.871832877035846
1212,3328,SP,#FF0000,1,47,28,1.67526293174061,0.674724935248057
1213,3329,BDP,#800020,5,46,29,0.0647068435098405,0.064555666724094
1214,3330,SP,#FF0000,1,45,30,0.873125172430359,-0.580788180648496
1215,3331,SP,#FF0000,1,45,30,1.58390262269679,0.447378911242453
1216,3332,SP,#FF0000,1,48,27,0.957471083712946,0.37538559703485
1217,3333,SP,#FF0000,1,45,30,1.21070814701765,0.0807001563152005
1219,3335,SVP,#006400,0,28,47,-1.71620465069612,-1.28242610703667
1220,3336,SVP,#006400,0,28,47,-2.07329853706552,-1.27451925633006
1221,3338,FDP,#4169E1,2,41,34,-0.353447529423336,0.527436937463402
1222,3339,FDP,#4169E1,2,35,40,-1.35995220294971,1.00254595271544
1223,3340,FDP,#4169E1,2,37,38,-1.01925111632185,1.22195433729433
1224,3341,SVP,#006400,0,26,49,-1.4307697344476,-0.45235569937698
1225,3343,SVP,#006400,0,32,43,-0.750504726573862,-1.0304224586515
1226,3345,SP,#FF0000,1,49,26,1.08618944753314,0.409319912492042
1227,3346,FDP,#4169E1,2,36,39,-0.930913627913228,0.301395927226216
1228,3347,FDP,#4169E1,2,30,45,-1.63828345175085,1.72432986491009
1229,3348,FDP,#4169E1,2,32,43,-1.28112434263178,1.13312521725058
1230,3349,CVP,#FFA500,3,38,37,-0.132061404627338,-0.466584580173938
1231,3350,CVP,#FFA500,3,35,40,-1.11872017104797,0.323899954940372
1232,3351,SP,#FF0000,1,45,30,0.0614721175507043,-0.614984059677017
1233,3352,SVP,#006400,0,35,40,-0.267327120535039,-1.71998313834479
1235,3359,SVP,#006400,0,37,38,-0.872500591233247,-1.7304826783186
1236,3360,CVP,#FFA500,3,39,36,0.133700925746072,-1.19129840606318
1237,3362,FDP,#4169E1,2,37,38,-0.675093571328752,-0.785905001516729
1238,3363,glp,#32CD32,6,53,22,0.0189085352075117,1.76206647076972
1239,3364,SP,#FF0000,1,46,29,1.49352367238498,0.792658196671622
1240,3365,Grüne,#008000,4,48,27,1.10082332451969,-0.4879785023262
1241,3366,BDP,#800020,5,50,25,0.267039086688626,-1.03199260942308
1242,3374,CVP,#FFA500,3,32,43,-0.0928017493757657,-0.757708631590163
1243,3380,Grüne,#008000,4,42,33,1.6457610901956,-0.834181576059412
1244,3381,Grüne,#008000,4,49,26,0.67319463905027,1.36165409803232
1245,3382,BDP,#800020,5,39,36,0.182125902564286,-0.258786554861588
1246,3383,glp,#32CD32,6,42,33,-0.165088169100205,1.03228621150396
1248,3385,glp,#32CD32,6,49,26,-0.0336833741737987,1.69001278417135
1249,3386,glp,#32CD32,6,44,31,-0.881939200916133,2.25166941303852
1250,3387,Grüne,#008000,4,41,34,1.88747679820657,-0.643752745298657
1251,3388,Grüne,#008000,4,44,31,1.11625252080941,-1.47014940146084
1252,3389,SVP,#006400,0,38,37,-0.757230330978269,-0.996356097309375
1253,3392,Grüne,#008000,4,43,32,0.448981340618955,-0.583551847917485
1254,3395,Grüne,#008000,4,40,35,1.83658626966058,-0.69939906411195
1255,3396,glp,#32CD32,6,39,36,-0.0321234376734538,0.667110194336546
1257,3398,BDP,#800020,5,42,33,-0.0777205842203249,-1.14222275021888
1258,3399,glp,#32CD32,6,47,28,-0.304384245129991,1.62896881269703
1260,3401,glp,#32CD32,6,49,26,-0.485002020081824,1.92188414302678
1261,3402,glp,#32CD32,6,48,27,-0.490130883077246,1.16184608862609
1262,3404,Grüne,#008000,4,38,37,-0.0445838132001704,-0.141042589902384
1263,3405,CVP,#FFA500,3,37,38,-0.224568131384031,-0.254488335826368
1264,3406,FDP,#4169E1,2,30,45,-1.45476499834092,1.16781494567894
1265,3408,CVP,#FFA500,3,40,35,-0.105768139685369,-0.478966180329361
1266,3409,CVP,#FFA500,3,37,38,-0.250519201319927,0.115995134161812
1267,3410,CVP,#FFA500,3,33,42,-0.340426184017769,-0.608322503566129
1268,3411,CVP,#FFA500,3,48,27,0.612619147455356,-0.544618375414815
1269,3412,CVP,#FFA500,3,34,41,-0.799487339920519,-1.11040104087128
1270,3413,CVP,#FFA500,3,23,52,-0.363552157996543,-0.751458004430627
1271,3418,SP,#FF0000,1,46,29,1.32941065543376,0.272615422200273
1272,3419,SP,#FF0000,1,49,26,1.40950255722125,1.23914063644439
1273,3420,SP,#FF0000,1,47,28,0.837929127441696,-0.754612937183645
1274,3421,SP,#FF0000,1,44,31,0.0769169125855161,-0.097945560279484
1275,3426,FDP,#4169E1,2,39,36,-0.5800329944553,-0.0661507310098963
1276,3427,FDP,#4169E1,2,38,37,-0.569794981898441,-0.668894788802769
1277,3428,SVP,#006400,0,45,30,0.0587051082725639,-1.67092715522505
1278,3429,glp,#32CD32,6,39,36,-0.86137620914806,0.834364003349634
1279,3432,SVP,#006400,0,31,44,-0.83350625466146,-0.649179187878541
1280,3433,SVP,#006400,0,39,36,-0.635332537138076,-0.639010742175053
1281,3434,glp,#32CD32,6,45,30,0.0849622650930377,-0.0921449995730454
1282,3435,CVP,#FFA500,3,53,22,0.130390498937282,-1.11063008748614
1284,3438,FDP,#4169E1,2,33,42,-0.974950446321494,1.11937485927655
1285,3439,FDP,#4169E1,2,27,48,-1.62039441725643,0.56373540976682
1286,3440,FDP,#4169E1,2,33,42,-1.25030991931129,1.30871992459224
1288,3442,CVP,#FFA500,3,45,30,-0.277816089560239,1.51839386539658
1289,3443,FDP,#4169E1,2,38,37,-0.402633690386037,-0.880164876196378
1290,3445,CVP,#FFA500,3,46,29,0.116558159822858,-0.368830518622356
1291,3447,SVP,#006400,0,42,33,-0.415475150518447,-1.33329104665291
1292,3448,SVP,#006400,0,35,40,-0.618614146595444,-1.31746179951295
1294,3460,SVP,#006400,0,47,28,-0.551574776576617,-1.31494111807098
1295,3464,glp,#32CD32,6,52,23,0.0948568792223611,-1.08779107458557
1296,3465,glp,#32CD32,6,50,25,-0.546278675901145,1.71725608820654
1297,3466,glp,#32CD32,6,43,32,-0.768544660589742,2.46205145000907
1300,3471,Grüne,#008000,4,50,25,0.746772386020364,-0.39940765879368
1301,3472,BDP,#800020,5,56,19,0.0922110671635616,-1.27633907668228
1302,3478,SP,#FF0000,1,44,31,0.471102656265899,-0.0102754753700481
1303,3479,Grüne,#008000,4,43,32,0.259737615019901,-0.107691527523627
